Fri Feb 20 10:11:28 2026

Number of Points = 3572
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
1.845428	1.917826	0.000000	0.000871	0.989304

1.653891	1.897159	0.005005	0.000908	0.989162
1.662773	1.854483	0.010010	0.000909	0.989101
1.580832	1.832711	0.015014	0.000926	0.989018
1.533455	1.862419	0.020019	0.000937	0.989025
1.634100	1.819716	0.025024	0.000922	0.989014
1.544378	1.851437	0.030029	0.000940	0.989000
1.495405	1.707019	0.035034	0.000952	0.988767
1.409169	1.744280	0.040038	0.000970	0.988763
1.440606	1.614433	0.045043	0.000966	0.988594
1.423232	1.512599	0.050048	0.000972	0.988437
1.273200	1.405084	0.055053	0.001002	0.988199
1.323426	1.309577	0.060058	0.000995	0.988087
0.953491	1.246243	0.065062	0.001064	0.987789
0.790177	1.280339	0.070067	0.001096	0.987739
0.798677	1.101582	0.075072	0.001097	0.987490
0.439900	1.204670	0.080077	0.001163	0.987427
0.531753	0.986362	0.085082	0.001150	0.987169
0.377822	0.954890	0.090086	0.001180	0.987033
0.300903	0.866913	0.095091	0.001196	0.986862
0.230615	0.752398	0.100096	0.001211	0.986658
-0.112549	0.811338	0.105101	0.001275	0.986542
-0.048124	0.629124	0.110106	0.001266	0.986319
-0.184041	0.612473	0.115110	0.001293	0.986213
-0.445143	0.507273	0.120115	0.001342	0.985917
-0.284365	0.370614	0.125120	0.001316	0.985809
-0.870587	0.464700	0.130125	0.001424	0.985609
-0.918315	0.450609	0.135130	0.001435	0.985555
-1.162199	0.365398	0.140134	0.001481	0.985295
-1.151451	0.364198	0.145139	0.001481	0.985292
-0.963376	0.105015	0.150144	0.001450	0.985030
-1.252541	0.145950	0.155149	0.001505	0.984919
-1.331849	0.004629	0.160154	0.001521	0.984673
-1.586790	0.018989	0.165158	0.001570	0.984544
-1.713994	-0.058940	0.170163	0.001595	0.984359
-1.714892	-0.153395	0.175168	0.001598	0.984220
-2.200299	-0.078603	0.180173	0.001687	0.984048
-1.992595	-0.197225	0.185178	0.001652	0.983991
-2.389280	-0.179562	0.190182	0.001726	0.983789
-2.397764	-0.167828	0.195187	0.001730	0.983792
-2.401212	-0.396258	0.200192	0.001733	0.983467
-2.858924	-0.214499	0.205197	0.001818	0.983458
-2.983893	-0.310161	0.210202	0.001843	0.983249
-2.983510	-0.383612	0.215206	0.001845	0.983140
-3.137870	-0.327548	0.220211	0.001875	0.983124
-3.092175	-0.550537	0.225216	0.001870	0.982833
-3.065222	-0.604026	0.230221	0.001867	0.982766
-3.324498	-0.667642	0.235226	0.001916	0.982527
-3.379733	-0.728257	0.240230	0.001929	0.982405
-4.315223	-0.508487	0.245235	0.002099	0.982184
-4.088555	-0.590104	0.250240	0.002061	0.982189
-4.142101	-0.570484	0.255245	0.002073	0.982179
-4.091571	-0.709371	0.260250	0.002066	0.982006
-4.409063	-0.670223	0.265254	0.002126	0.981877
-4.461252	-0.641726	0.270259	0.002138	0.981880
-4.509571	-0.786163	0.275264	0.002149	0.981645
-4.966507	-0.660432	0.280269	0.002233	0.981559
-4.966113	-0.651232	0.285274	0.002235	0.981564
-4.970126	-0.696637	0.290278	0.002239	0.981491
-5.609349	-0.588751	0.295283	0.002356	0.981279
-5.283989	-0.714162	0.300288	0.002300	0.981278
-5.646653	-0.569855	0.305293	0.002367	0.981269
-5.399151	-0.655851	0.310298	0.002326	0.981279
-5.605226	-0.786389	0.315302	0.002365	0.980976
-5.842531	-0.705747	0.320307	0.002410	0.980949
-5.956940	-0.658556	0.325312	0.002433	0.980943
-6.283781	-0.526853	0.330317	0.002494	0.980937
-6.365659	-0.697873	0.335322	0.002511	0.980647
-6.253022	-0.752399	0.340326	0.002494	0.980626
-6.445030	-0.665728	0.345331	0.002531	0.980632
-6.490126	-0.720357	0.350336	0.002541	0.980523
-7.136700	-0.607904	0.355341	0.002660	0.980313
-7.182330	-0.581238	0.360346	0.002670	0.980317
-6.997440	-0.653623	0.365350	0.002640	0.980311
-7.036605	-0.631114	0.370355	0.002649	0.980313
-6.861006	-0.810224	0.375360	0.002620	0.980154
-7.450634	-0.679924	0.380365	0.002728	0.980000
-7.843023	-0.509161	0.385370	0.002801	0.980012
-7.381578	-0.694132	0.390374	0.002721	0.980003
-7.864169	-0.650196	0.395379	0.002810	0.979789
-7.897427	-0.711448	0.400384	0.002819	0.979677
-8.070396	-0.634965	0.405389	0.002852	0.979680
-8.232049	-0.559681	0.410394	0.002884	0.979687
-8.124098	-0.639098	0.415398	0.002867	0.979629
-8.727666	-0.576778	0.420403	0.002977	0.979373
-8.375597	-0.705437	0.425408	0.002917	0.979381
-8.655853	-0.595181	0.430413	0.002970	0.979371
-8.733370	-0.550278	0.435418	0.002986	0.979383
-8.864468	-0.694105	0.440422	0.003012	0.979103
-9.375200	-0.509383	0.445427	0.003106	0.979068
-9.173539	-0.585425	0.450432	0.003072	0.979066
-9.241599	-0.552394	0.455437	0.003087	0.979067
-9.452422	-0.462823	0.460442	0.003127	0.979066
-9.567163	-0.564721	0.465446	0.003151	0.978853
-9.629825	-0.569982	0.470451	0.003164	0.978803
-9.364581	-0.663595	0.475456	0.003119	0.978812
-9.973769	-0.616842	0.480461	0.003231	0.978532
-10.195735	-0.559676	0.485466	0.003273	0.978480
-10.064220	-0.609291	0.490470	0.003252	0.978476
-10.357258	-0.487404	0.495475	0.003307	0.978475
-10.321053	-0.554194	0.500480	0.003303	0.978394
-10.679302	-0.581125	0.505485	0.003370	0.978150
-10.310447	-0.715770	0.510490	0.003307	0.978160
-10.540938	-0.671190	0.515494	0.003350	0.978086
-11.390219	-0.423997	0.520499	0.003505	0.977950
-10.883490	-0.681567	0.525504	0.003417	0.977866
-11.257433	-0.549274	0.530509	0.003486	0.977834
-11.511844	-0.436178	0.535514	0.003534	0.977842
-10.685008	-0.838765	0.540518	0.003389	0.977734
-11.342357	-0.718778	0.545523	0.003509	0.977528
-11.630871	-0.594874	0.550528	0.003563	0.977532
-12.276940	-0.502976	0.555533	0.003681	0.977293
-11.504817	-0.763442	0.560538	0.003546	0.977352
-12.049706	-0.647387	0.565542	0.003646	0.977202
-12.399900	-0.496278	0.570547	0.003711	0.977210
-11.903284	-0.776640	0.575552	0.003625	0.977088
-12.768747	-0.569252	0.580557	0.003782	0.976888
-12.867428	-0.514851	0.585562	0.003802	0.976901
-12.218956	-0.774997	0.590566	0.003689	0.976891
-12.830151	-0.645647	0.595571	0.003801	0.976724
-13.023581	-0.533121	0.600576	0.003838	0.976765
-13.356532	-0.534515	0.605581	0.003900	0.976570
-12.925660	-0.689792	0.610586	0.003825	0.976585
-12.760246	-0.828514	0.615590	0.003798	0.976476
-13.786547	-0.546609	0.620595	0.003985	0.976290
-13.565100	-0.628651	0.625600	0.003947	0.976291
-13.626457	-0.609838	0.630605	0.003961	0.976276
-13.835765	-0.522654	0.635610	0.004001	0.976273
-14.054852	-0.624567	0.640614	0.004043	0.976001
-13.870130	-0.729433	0.645619	0.004012	0.975950
-14.034447	-0.645753	0.650624	0.004044	0.975967
-14.279929	-0.648221	0.655629	0.004091	0.975819
-14.786534	-0.555940	0.660634	0.004184	0.975658
-14.909216	-0.510338	0.665638	0.004208	0.975645
-15.095511	-0.425112	0.670643	0.004244	0.975652
-14.455472	-0.673215	0.675648	0.004132	0.975655
-14.484279	-0.704859	0.680653	0.004140	0.975587
-15.472363	-0.410181	0.685658	0.004319	0.975440
-15.251472	-0.573645	0.690662	0.004282	0.975327
-15.506138	-0.466162	0.695667	0.004330	0.975327
-15.360238	-0.518158	0.700672	0.004307	0.975328
-15.579823	-0.434927	0.705677	0.004349	0.975314
-15.465907	-0.583215	0.710682	0.004331	0.975162
-15.587718	-0.634460	0.715686	0.004355	0.975015
-16.115078	-0.415916	0.720691	0.004452	0.975018
-15.575967	-0.737572	0.725696	0.004358	0.974862
-16.404806	-0.519306	0.730701	0.004509	0.974697
-16.524457	-0.461249	0.735706	0.004533	0.974703
-16.133278	-0.624719	0.740710	0.004466	0.974685
-17.100323	-0.373790	0.745715	0.004641	0.974489
-16.338061	-0.666344	0.750720	0.004507	0.974497
-16.842279	-0.536246	0.755725	0.004600	0.974390
-16.994345	-0.464410	0.760730	0.004630	0.974397
-16.978095	-0.593843	0.765734	0.004630	0.974218
-17.614178	-0.297824	0.770739	0.004746	0.974269
-17.127036	-0.618553	0.775744	0.004661	0.974085
-16.838136	-0.775122	0.780749	0.004612	0.974019
-17.761097	-0.516024	0.785754	0.004780	0.973858
-17.602794	-0.584717	0.790758	0.004754	0.973843
-18.042822	-0.404892	0.795763	0.004835	0.973841
-17.456638	-0.645658	0.800768	0.004733	0.973823
-18.153767	-0.587305	0.805773	0.004860	0.973508
-18.052406	-0.619454	0.810778	0.004845	0.973512
-17.642981	-0.869215	0.815782	0.004774	0.973383
-19.145874	-0.394277	0.820787	0.005045	0.973201
-18.480567	-0.650657	0.825792	0.004929	0.973206
-18.177649	-0.772842	0.830797	0.004877	0.973196
-19.380931	-0.455259	0.835802	0.005095	0.972960
-18.874981	-0.592663	0.840806	0.005007	0.973043
-19.620011	-0.306237	0.845811	0.005143	0.973019
-19.357107	-0.504873	0.850816	0.005099	0.972880
-18.845591	-0.705602	0.855821	0.005010	0.972877
