Thu Sep 25 11:46:49 2025

Number of Points = 3610
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.133779	1.750083	0.000000	0.001927	1.317932

-0.544298	1.842134	0.005005	0.002053	1.317904
-0.003545	1.766169	0.010010	0.001953	1.317923
0.087349	1.645455	0.015014	0.001937	1.317794
0.099157	1.490054	0.020019	0.001935	1.317606
0.422309	1.271492	0.025024	0.001876	1.317405
0.248272	1.068378	0.030029	0.001908	1.317121
-0.081033	0.907559	0.035034	0.001970	1.316855
-0.852606	0.921086	0.040038	0.002112	1.316712
-1.007552	0.875785	0.045043	0.002141	1.316624
-0.462238	0.601226	0.050048	0.002041	1.316401
-0.540755	0.405468	0.055053	0.002056	1.316145
-0.316188	0.166594	0.060058	0.002015	1.315899
-0.796327	-0.027068	0.065062	0.002104	1.315562
-1.350854	-0.011654	0.070067	0.002206	1.315465
-1.020682	-0.323568	0.075072	0.002146	1.315152
-0.482069	-0.614263	0.080077	0.002047	1.314907
-0.306705	-1.019057	0.085082	0.002015	1.314447
-0.993628	-1.234446	0.090086	0.002142	1.314040
-1.282991	-1.421682	0.095091	0.002196	1.313751
-3.556350	-1.167549	0.100096	0.002615	1.313590
-8.547849	0.265583	0.105101	0.003533	1.314310
-3.237979	-0.185755	0.110106	0.002556	1.314858
-1.440482	-0.602366	0.115110	0.002225	1.314721
-1.289391	-0.976938	0.120115	0.002198	1.314293
-6.685579	-0.161779	0.125120	0.003192	1.314172
-4.364003	-0.024263	0.130125	0.002764	1.314821
-3.141608	-0.208400	0.135130	0.002539	1.314849
-2.895074	-0.473407	0.140134	0.002495	1.314575
-2.054772	-0.810773	0.145139	0.002340	1.314336
-6.090608	-0.200720	0.150144	0.003083	1.314246
-3.664261	-0.398131	0.155149	0.002637	1.314507
-3.611961	-0.636362	0.160154	0.002628	1.314226
-5.506529	-0.213539	0.165158	0.002977	1.314350
-3.149082	-0.690112	0.170163	0.002543	1.314255
-4.673986	-0.631319	0.175168	0.002824	1.314011
-5.103367	-0.400926	0.180173	0.002903	1.314203
-4.808751	-0.651674	0.185178	0.002850	1.313957
-7.803976	0.272343	0.190182	0.003401	1.314467
-4.732449	-0.208276	0.195187	0.002836	1.314516
-3.750167	-0.472156	0.200192	0.002655	1.314396
-3.129156	-0.953529	0.205197	0.002541	1.313934
-8.969990	-0.077637	0.210202	0.003617	1.313795
-5.459935	-0.127385	0.215206	0.002971	1.314462
-4.312777	-0.586367	0.220211	0.002760	1.314138
-6.384802	-0.443226	0.225216	0.003142	1.313883
-5.635068	-0.426048	0.230221	0.003004	1.314059
-6.017750	-0.626427	0.235226	0.003075	1.313734
-8.443991	0.197976	0.240230	0.003522	1.314240
-5.080997	-0.423035	0.245235	0.002903	1.314177
-6.513363	-0.412937	0.250240	0.003167	1.313892
-6.613828	-0.212224	0.255245	0.003186	1.314117
-7.274212	-0.282364	0.260250	0.003308	1.313893
-6.919308	-0.347505	0.265254	0.003243	1.313887
-5.780376	-0.549252	0.270259	0.003033	1.313876
-8.947540	-0.194791	0.275264	0.003617	1.313652
