Thu Nov 20 11:42:29 2025

Number of Points = 3600
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
1.777228	1.527630	0.000000	0.001750	1.321112

-0.591775	1.737049	0.005005	0.002186	1.320878
-2.301626	2.206663	0.010010	0.002501	1.321098
-0.578396	2.138441	0.015014	0.002183	1.321370
1.620735	1.545071	0.020019	0.001779	1.321100
1.392913	1.156935	0.025024	0.001821	1.320579
-0.684958	1.245613	0.030029	0.002204	1.320258
-0.923552	1.284766	0.035034	0.002248	1.320257
-0.555716	1.166729	0.040038	0.002180	1.320188
-0.412283	0.962572	0.045043	0.002154	1.319969
0.174229	0.655104	0.050048	0.002046	1.319714
-0.916838	0.570171	0.055053	0.002247	1.319385
-2.440706	0.774136	0.060058	0.002528	1.319319
-2.005800	0.953589	0.065062	0.002448	1.319628
-0.150779	0.460132	0.070067	0.002106	1.319408
0.711364	-0.138639	0.075072	0.001948	1.318855
-1.275033	-0.169446	0.080077	0.002314	1.318406
-3.050216	0.103218	0.085082	0.002641	1.318372
-3.063657	0.141481	0.090086	0.002643	1.318416
-2.200459	0.119589	0.095091	0.002484	1.318568
-1.633544	-0.138912	0.100096	0.002380	1.318369
-1.857697	-0.318383	0.105101	0.002422	1.318103
-2.916183	-0.167446	0.110106	0.002617	1.318068
-2.835111	-0.174536	0.115110	0.002602	1.318076
-1.430452	-0.663434	0.120115	0.002343	1.317769
-1.007317	-1.071806	0.125120	0.002266	1.317357
-3.957649	-0.782980	0.130125	0.002809	1.317099
-6.093654	-0.197402	0.135130	0.003202	1.317373
-4.458389	-0.172152	0.140134	0.002901	1.317743
-2.498177	-0.553674	0.145139	0.002540	1.317682
-3.006165	-0.680456	0.150144	0.002634	1.317421
-4.479109	-0.610392	0.155149	0.002905	1.317202
-4.320872	-0.382887	0.160154	0.002876	1.317513
-2.705081	-0.878728	0.165158	0.002579	1.317241
-3.376213	-1.114040	0.170163	0.002703	1.316814
-8.391003	0.032465	0.175168	0.003626	1.317178
-6.449256	0.072418	0.180173	0.003268	1.317629
-4.974576	-0.075898	0.185178	0.002997	1.317753
-2.137410	-0.660441	0.190182	0.002475	1.317625
-4.901825	-0.552969	0.195187	0.002984	1.317184
-7.220829	-0.039131	0.200192	0.003411	1.317332
-5.922985	0.043975	0.205197	0.003172	1.317703
-2.608760	-0.712953	0.210202	0.002562	1.317463
-5.846812	-0.449714	0.215206	0.003158	1.317114
-5.621258	-0.423760	0.220211	0.003117	1.317193
-6.632845	-0.255540	0.225216	0.003303	1.317189
-5.510156	-0.438685	0.230221	0.003096	1.317197
-5.622538	-0.550612	0.235226	0.003117	1.317037
-6.320535	-0.568307	0.240230	0.003246	1.316871
-7.367741	-0.212513	0.245235	0.003438	1.317089
-6.057767	-0.352836	0.250240	0.003197	1.317189
-5.844862	-0.578401	0.255245	0.003158	1.316957
-7.756401	-0.161020	0.260250	0.003510	1.317071
-6.017346	-0.564067	0.265254	0.003190	1.316938
-6.908639	-0.467958	0.270259	0.003354	1.316871
-7.201538	-0.421062	0.275264	0.003408	1.316868
-7.165466	-0.419842	0.280269	0.003402	1.316877
-7.591665	-0.351594	0.285274	0.003480	1.316872
-6.298129	-0.623132	0.290278	0.003242	1.316807
-8.458580	-0.447986	0.295283	0.003640	1.316574
-7.756174	-0.328414	0.300288	0.003511	1.316866
-7.945906	-0.286679	0.305293	0.003546	1.316878
-7.620688	-0.360980	0.310298	0.003486	1.316854
-7.488091	-0.629612	0.315302	0.003462	1.316552
-9.592412	-0.192807	0.320307	0.003849	1.316651
-7.845674	-0.374598	0.325312	0.003528	1.316790
-9.710048	-0.087129	0.330317	0.003871	1.316756
-7.238719	-0.444203	0.335322	0.003416	1.316831
-8.285557	-0.595446	0.340326	0.003609	1.316428
-9.775043	-0.237870	0.345331	0.003883	1.316558
-9.213914	-0.349871	0.350336	0.003780	1.316537
-8.516727	-0.454126	0.355341	0.003652	1.316553
-9.135027	-0.351190	0.360346	0.003766	1.316551
-8.890322	-0.416574	0.365350	0.003721	1.316522
-10.075923	-0.398994	0.370355	0.003939	1.316297
-9.594662	-0.277987	0.375360	0.003850	1.316545
-9.035810	-0.444844	0.380365	0.003748	1.316457
-10.218462	-0.415394	0.385370	0.003965	1.316248
-9.650698	-0.514566	0.390374	0.003861	1.316244
-11.049669	-0.231125	0.395379	0.004119	1.316301
-9.052702	-0.534512	0.400384	0.003751	1.316343
-11.296087	-0.237006	0.405389	0.004164	1.316242
-10.637881	-0.349259	0.410394	0.004043	1.316241
-9.588932	-0.527336	0.415398	0.003850	1.316241
-11.189013	-0.438079	0.420403	0.004145	1.316018
-10.937017	-0.303030	0.425408	0.004098	1.316236
-11.067126	-0.333944	0.430413	0.004122	1.316171
-10.285852	-0.459004	0.435418	0.003979	1.316179
-11.179433	-0.523659	0.440422	0.004143	1.315915
-12.239391	-0.334995	0.445427	0.004338	1.315926
-11.742733	-0.164878	0.450432	0.004247	1.316237
-10.569764	-0.571725	0.455437	0.004031	1.315982
-12.600731	-0.136718	0.460442	0.004405	1.316094
-10.452883	-0.742390	0.465446	0.004010	1.315797
-13.884933	-0.027604	0.470451	0.004642	1.315961
-11.004915	-0.498843	0.475456	0.004112	1.315981
-12.204765	-0.345409	0.480461	0.004333	1.315920
-12.462678	-0.477187	0.485466	0.004380	1.315705
-12.471556	-0.299171	0.490470	0.004382	1.315921
-13.647341	-0.212081	0.495475	0.004598	1.315784
-12.088707	-0.271389	0.500480	0.004311	1.316034
-12.629089	-0.469154	0.505485	0.004411	1.315680
-12.808796	-0.280245	0.510490	0.004444	1.315874
-13.358981	-0.403348	0.515494	0.004546	1.315609
-12.827322	-0.329207	0.520499	0.004448	1.315810
-13.559228	-0.369903	0.525504	0.004583	1.315608
-13.140589	-0.441924	0.530509	0.004506	1.315607
-14.766977	-0.165261	0.535514	0.004805	1.315608
-13.282692	-0.412528	0.540518	0.004532	1.315613
